name,record,height,weight,reach,stance,dob
Jonathan Rivera,4-2-0,--,155 lbs.,--,,--
Jimmie Rivera,23-5-0,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989"
Irwin Rivera,10-6-0,"5' 6""",135 lbs.,"67""",Southpaw,"Feb 14, 1989"
Jerome Rivera,10-6-0,"5' 10""",125 lbs.,"72""",Southpaw,"Apr 22, 1995"
Nicdali Rivera-Calanoc,9-10-0,"5' 3""",105 lbs.,--,,"Jun 12, 1985"
Pedro Rizzo,20-11-0,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974"
Theo Rlayang,5-1-0,"5' 7""",145 lbs.,"65""",Orthodox,"Aug 10, 1994"
Justin Robbins,14-18-1,"5' 5""",135 lbs.,--,,"Jul 29, 1980"
Kali Robbins,6-3-0,"5' 3""",115 lbs.,"63""",Orthodox,"Jul 05, 1984"
Karl Roberson,9-6-0,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990"
Andre Roberts,14-2-1,"6' 2""",345 lbs.,--,Orthodox,"Feb 24, 1965"
David Roberts,5-8-0,"6' 1""",170 lbs.,--,Orthodox,"Nov 15, 1975"
Joey Roberts,4-3-0,"6' 2""",200 lbs.,--,,--
Tyrone Roberts,43-12-1,"5' 9""",185 lbs.,--,Orthodox,--
Ryan Roberts,21-12-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Jul 16, 1978"
Taylor Roberts,3-12-0,"5' 11""",170 lbs.,--,,--
Daniel Roberts,15-7-0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980"
Buddy Roberts,12-3-0,"6' 2""",185 lbs.,--,Orthodox,"Oct 17, 1982"
Danny Roberts,18-8-0,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987"
Roosevelt Roberts,12-5-0 (1 NC),"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994"
Kenny Robertson,15-5-0,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984"
Gillian Robertson,13-8-0,"5' 5""",115 lbs.,"63""",Orthodox,"May 17, 1995"
Chad Robichaux,13-2-0,"5' 4""",135 lbs.,--,,"Aug 18, 1975"
Mark Robinson,1-0-0 (1 NC),"6' 0""",265 lbs.,--,Orthodox,--
Colin Robinson,10-12-0,"6' 4""",243 lbs.,--,Orthodox,"Nov 27, 1968"
Alvin Robinson,15-9-0,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982"
Damonte Robinson,6-1-1,"6' 0""",155 lbs.,"77""",,"Jun 10, 1995"
Vagner Rocha,14-4-0,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982"
Carlos Eduardo Rocha,9-4-0,"5' 10""",170 lbs.,"73""",Orthodox,"Jul 12, 1981"
Pedro Rocha,1-0-0,--,--,--,,--
Lucas Rocha,17-1-0,"5' 3""",135 lbs.,"64""",Orthodox,"Aug 12, 2000"
Keith Rockel,12-4-1,"6' 0""",185 lbs.,--,Orthodox,--
Luke Rockhold,16-6-0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984"
Kevin Roddy,15-16-1 (1 NC),"5' 11""",145 lbs.,--,,--
Gregory Rodrigues,14-5-0,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992"
Kleydson Rodrigues,8-3-0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 22, 1995"
Paul Rodriguez,10-9-2,"5' 7""",155 lbs.,--,Orthodox,--
Ricco Rodriguez,53-25-0 (1 NC),"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977"
Manuel Rodriguez,11-5-0,"5' 9""",170 lbs.,--,Orthodox,"Apr 25, 1985"
Yair Rodriguez,16-4-0 (1 NC),"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992"
Mike Rodriguez,11-7-0 (1 NC),"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
Marina Rodriguez,17-3-2,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987"
Daniel Rodriguez,17-4-0,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986"
Ray Rodriguez,16-8-0,"5' 7""",135 lbs.,"70""",Orthodox,"Dec 10, 1987"
Luis Rodriguez,11-2-0,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999"
Drako Rodriguez,7-3-0,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 16, 1996"
Victor Rodriguez,7-4-0,"5' 5""",125 lbs.,"67""",Switch,"Sep 05, 1992"
Piera Rodriguez,9-1-0,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992"
Christian Rodriguez,10-1-0,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997"
Pete Rodriguez,5-1-0,"5' 9""",170 lbs.,"71""",Switch,"Nov 13, 1996"
Nick Roehrick,7-1-0,"6' 2""",205 lbs.,--,Orthodox,"Jul 06, 1987"
Marcos Rogerio de Lima,21-10-1,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985"
Brett Rogers,17-10-0 (1 NC),"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981"
Brian Rogers,14-9-0,"5' 11""",185 lbs.,--,,"Feb 15, 1984"
Pete Rogers Jr.,2-4-0,"6' 0""",145 lbs.,--,,--
Max Rohskopf,5-1-0,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994"
Marcelo Rojo,16-10-0,"5' 8""",145 lbs.,"71""",Orthodox,"Jul 02, 1988"
Shane Roller,11-7-0,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979"
Jared Rollins,8-4-0,"5' 9""",170 lbs.,--,Orthodox,"Jan 26, 1977"
Tim Roman,3-4-0,"6' 1""",170 lbs.,--,,"Jun 08, 1985"
Alexandr Romanov,17-2-0,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990"
Ricardo Romero,11-3-0,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978"
Yoel Romero,13-5-0,"6' 0""",185 lbs.,"73""",Southpaw,"Apr 30, 1977"
Anthony Romero,8-0-0,"5' 11""",155 lbs.,"70""",Orthodox,"Feb 25, 1997"
Kaleio Romero,6-2-0,"5' 10""",145 lbs.,"69""",Switch,"Apr 19, 1996"
Mara Romero Borella,12-9-0 (2 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986"
Cortavious Romious,7-2-0,"5' 4""",135 lbs.,"68""",Southpaw,"Jan 06, 1994"
Juancamilo Ronderos,4-2-0,"5' 3""",125 lbs.,"64""",Southpaw,"Feb 17, 1995"
Rongzhu,24-5-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 07, 2000"
Jesse Ronson,21-12-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,"Dec 24, 1985"
George Roop,15-13-1,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981"
Joao Roque,7-2-4,"5' 6""",155 lbs.,--,Orthodox,"Jul 22, 1971"
Aaron Rosa,18-6-0,"6' 4""",205 lbs.,"77""",Orthodox,"May 28, 1983"
Charles Rosa,14-8-0,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986"
Karol Rosa,17-6-0,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994"
Jacob Rosales,13-7-0,"5' 11""",155 lbs.,"74""",Orthodox,"Jul 28, 1995"
Raul Rosas Jr.,8-1-0,"5' 9""",135 lbs.,"67""",Switch,"Oct 08, 2004"
Hilarie Rose,4-2-0,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992"
Jake Rosholt,12-5-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Feb 09, 1982"
Jared Rosholt,14-4-0,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986"
Kevin Rosier,2-6-0,"6' 4""",275 lbs.,--,Orthodox,--
Zach Rosol,3-2-0,--,243 lbs.,--,,--
Shannon Ross,13-9-0,"5' 6""",125 lbs.,"66""",Switch,"May 12, 1989"
Nick Rossborough,26-19-1,"6' 5""",205 lbs.,--,,"Nov 18, 1981"
Kristian Rothaermel,4-3-0,"6' 0""",205 lbs.,--,Open Stance,"Jan 31, 1972"
Ben Rothwell,39-14-0,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981"
Rick Roufus,4-6-0,"6' 0""",207 lbs.,--,Southpaw,--
Khalil Rountree Jr.,14-5-0 (1 NC),"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990"
Ronda Rousey,12-2-0,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987"
Ray Routh,2-1-0,"5' 8""",185 lbs.,--,Orthodox,--
Roberta Rovel,4-1-0,"5' 8""",145 lbs.,--,,--
Phil Rowe,10-4-0,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990"
Cameron Rowston,8-2-0,--,185 lbs.,--,,"Jan 19, 1995"
Kain Royer,2-2-0,--,185 lbs.,--,,--
Brad Royster,1-2-0,--,135 lbs.,--,,--
Brandon Royval,15-7-0,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992"
Jairzinho Rozenstruik,13-5-0,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988"
Mauricio Rua,27-14-1,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
Murilo Rua,20-13-1,"5' 11""",185 lbs.,--,Orthodox,"May 22, 1980"
Marco Ruas,9-4-2,"6' 1""",210 lbs.,--,Orthodox,"Jan 23, 1961"
Rodrigo Ruas,4-5-1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977"
Rodolfo Rubio Perez,10-16-1,"5' 5""",145 lbs.,--,Orthodox,"Jan 29, 1987"
Gabe Ruediger,18-8-0,"5' 10""",155 lbs.,--,Orthodox,"Aug 29, 1977"
Mauricio Ruffy,9-1-0,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 17, 1996"
Eddie Ruiz,1-1-0,"5' 7""",155 lbs.,--,Orthodox,"Jun 10, 1967"
Anthony Ruiz,33-22-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 03, 1977"
Paul Ruiz,7-4-0,"5' 6""",135 lbs.,--,,"Jun 23, 1987"
Montserrat Conejo Ruiz,10-4-0,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993"
Mike Russow,15-3-0 (1 NC),"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976"
Bas Rutten,28-4-1,"6' 1""",205 lbs.,--,Orthodox,"Feb 24, 1965"
Nursulton Ruziboev,35-8-2,"6' 5""",185 lbs.,"76""",Orthodox,"Nov 19, 1993"
Casey Ryan,7-3-0,--,185 lbs.,--,,--
Yusup Saadulaev,16-4-1 (1 NC),"5' 6""",135 lbs.,--,,"Mar 31, 1985"
Cameron Saaiman,9-1-0,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000"
Pete Sabala,3-15-0,--,135 lbs.,--,,--
Danny Sabatello,9-1-0,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 31, 1993"
Pat Sabatini,18-5-0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990"
Amir Sadollah,6-5-0,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980"
Nazim Sadykhov,9-1-1,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994"
Frankie Saenz,13-7-0,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
Saparbeg Safarov,9-3-0,"6' 1""",185 lbs.,"78""",Orthodox,"Oct 14, 1986"
Tarec Saffiedine,16-7-0,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986"
Jason Saggo,12-4-0,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
Benoit Saint Denis,13-1-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995"
Ovince Saint Preux,26-17-0,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983"
Lukasz Sajewski,13-3-0,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990"
Yukio Sakaguchi,6-7-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973"
Augusto Sakai,16-5-1,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991"
Alessio Sakara,19-11-0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981"
Wataru Sakata,11-14-0,"5' 9""",195 lbs.,--,Southpaw,"Mar 11, 1973"
Gokhan Saki,1-2-0,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
Kazushi Sakuraba,26-17-1 (2 NC),"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969"
Hayato Sakurai,38-13-2,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975"
Ryuta Sakurai,24-24-6,"5' 7""",183 lbs.,--,Orthodox,--
Justin Salas,12-7-0,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982"
Ivan Salaverry,14-9-0,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971"
Roman Salazar,10-6-0 (1 NC),"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988"
Luis Saldana,16-7-1,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991"
John Salgado,4-8-1,"5' 10""",170 lbs.,--,,--
Muslim Salikhov,19-4-0,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984"
Gabriel Salinas-Jones,5-2-1,"6' 1""",245 lbs.,--,,"Nov 20, 1984"
Brandon Saling,8-6-0,"5' 10""",170 lbs.,--,,"Jan 28, 1986"
Quillan Salkilld,4-1-0,"6' 0""",155 lbs.,"76""",Orthodox,"Dec 28, 1999"
Sean Salmon,18-21-0,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977"
Boston Salmon,6-3-0,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990"
John Salter,14-3-0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985"
Vinicius Salvador,14-6-0,"5' 7""",125 lbs.,"70""",Southpaw,"Jul 24, 1996"
Dylan Salvador,5-2-0,"5' 9""",155 lbs.,"69""",Southpaw,"May 20, 1993"
Josh Samman,13-4-0,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988"
Johnny Sampaio,3-1-0,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975"
Josh Sampo,11-5-0,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984"
Josh San Diego,8-3-0,"5' 10""",135 lbs.,--,,--
Diego Sanchez,31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981"
Eddie Sanchez,15-8-0,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982"
Julian Sanchez,0-1-0,"6' 3""",300 lbs.,--,Orthodox,--
Bobby Sanchez,10-35-0,"5' 7""",155 lbs.,--,Orthodox,--
Donald Sanchez,31-17-0,"5' 10""",145 lbs.,--,,"Aug 18, 1984"
Joby Sanchez,11-4-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991"
Emmanuel Sanchez,15-3-0,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990"
Erick Sanchez,8-3-0,"5' 10""",145 lbs.,--,,"Oct 04, 1990"
Andrew Sanchez,13-7-0,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988"
Robert Sanchez,8-2-0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986"
Jesse Sanders,23-7-0,"6' 0""",170 lbs.,--,Orthodox,--
Luke Sanders,13-5-0,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
Jerrod Sanders,16-3-0 (1 NC),"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
Cory Sandhagen,17-4-0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992"
Hugo Sandoval,2-3-0,--,135 lbs.,--,,--
Raul Sandoval,3-3-0,--,130 lbs.,--,,--
Joseph Sandoval,7-7-0,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986"
Hector Sandoval,14-4-0,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
Chris Sanford,5-1-0,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968"
Roldan Sangcha'an,4-2-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990"
Yuhi Sano,0-4-0,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965"
Martin Sano,4-3-1,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991"
Jonathan Santa Maria,3-4-0,"5' 9""",125 lbs.,--,,--
Duda Santana,3-1-0,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996"
Shaheen Santana,6-1-0,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991"
Sean Santella,17-6-1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984"
Jorge Santiago,25-12-0,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980"
Mike Santiago,19-12-0,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
Will Santiago,9-5-0,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983"
Richie Santiago,7-2-0,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992"
Jose Santibanez,10-3-0,--,155 lbs.,--,,"Jan 18, 1980"
Art Santore,18-8-0,"6' 2""",185 lbs.,--,,"Oct 26, 1972"
Adriano Santos,0-1-0,--,--,--,,--
Paulo Santos,0-3-0,--,--,--,,--
Evangelista Santos,21-18-0,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977"
Luis Santos,63-10-1 (1 NC),"6' 1""",170 lbs.,--,Southpaw,--
Iliarde Santos,30-13-1 (1 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980"
Leonardo Santos,18-7-1,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980"
Thiago Santos,22-11-0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984"
Bruno Santos,15-2-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987"
Andre Santos,38-10-0,"6' 0""",170 lbs.,--,,--
Gleristone Santos,33-7-0,"5' 9""",145 lbs.,--,,"Aug 20, 1988"
Yana Santos,14-8-0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989"
Taila Santos,19-3-0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993"
Marilia Santos,10-3-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992"
Edivan Santos,12-3-1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992"
Daniel Santos,12-2-0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 12, 1995"
Gabriel Santos,10-2-0,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996"
Luana Santos,7-1-0,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000"
Nick Sanzo,1-1-0,"5' 9""",190 lbs.,--,,--
Bob Sapp,11-20-0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974"
Daniel Sarafian,10-6-0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982"
Jeka Saragih,14-3-0,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995"
Diego Saraiva,22-20-1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982"
Harris Sarmiento,36-26-0,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983"
Alexander Sarnavskiy,35-6-0,"5' 11""",155 lbs.,--,,"Jan 17, 1989"
Yuki Sasaki,25-22-2,"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976"
Kyosuke Sasaki,3-7-4,"5' 7""",183 lbs.,--,Southpaw,--
Yuta Sasaki,21-6-2,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989"
Paul Sass,14-2-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988"
Keisuke Sasu,11-3-1,"5' 5""",145 lbs.,"69""",Switch,"Sep 30, 1994"
Masaaki Satake,1-8-1,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965"
Takenori Sato,19-11-7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"Jun 08, 1985"
Takashi Sato,16-7-0,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990"
Jeimeson Saudino,8-5-0,"5' 6""",135 lbs.,--,,"Mar 05, 1991"
Tom Sauer,25-12-0,"6' 1""",263 lbs.,--,,"Nov 11, 1970"
Townsend Saunders,0-2-0,"5' 5""",170 lbs.,--,Orthodox,--
Ben Saunders,22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983"
Chad W. Saunders,7-2-0,"5' 10""",170 lbs.,--,Orthodox,--
Chris Saunders,16-8-0,"5' 8""",155 lbs.,--,,"Mar 11, 1986"
Lumumba Sayers,6-5-0,"6' 0""",185 lbs.,--,,"Jun 30, 1978"
Matt Sayles,8-4-0,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994"
Brandon Sayles,5-1-0,"6' 5""",265 lbs.,--,,"Apr 23, 1981"
Mark Scanlon,9-2-0,"5' 9""",170 lbs.,--,Orthodox,--
Eric Schafer,14-8-2,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977"
Kerry Schall,24-13-0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971"
Eric Schambari,15-6-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 22, 1978"
Brendan Schaub,10-5-0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983"
Matheus Scheffel,14-7-0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992"
Antonio Schembri,5-5-0,"5' 9""",205 lbs.,--,Orthodox,"Jun 01, 1974"
Fabiano Scherner,11-10-0 (3 NC),"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972"
Samy Schiavo,10-6-0,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975"
Pat Schilling,5-2-0,"5' 8""",145 lbs.,--,Orthodox,"Aug 28, 1988"
Joe Schilling,2-5-0,"6' 3""",185 lbs.,--,,--
Semmy Schilt,26-14-1,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973"
Adam Schindler,10-6-0,"5' 8""",155 lbs.,--,,"May 19, 1983"
Daniel Schmitt,2-3-0,--,185 lbs.,--,,--
Colleen Schneider,11-7-0,--,135 lbs.,--,,--
Matt Schnell,16-7-0 (1 NC),"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990"
Alex Schoenauer,15-10-0,"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976"
Darrill Schoonover,14-8-0,"6' 2""",220 lbs.,--,Orthodox,"Jul 18, 1985"
Bob Schrijber,20-17-1,"6' 0""",240 lbs.,--,Orthodox,--
Nate Schroeder,11-10-0,"6' 1""",230 lbs.,--,,--
Lacey Schuckman,11-10-0,"5' 3""",125 lbs.,--,,--
Mark Schultz,1-1-0,"5' 9""",200 lbs.,--,Orthodox,--
Brian Schwartz,1-1-0,"6' 3""",170 lbs.,--,Orthodox,--
Eric Schwartz,2-0-0,--,205 lbs.,--,,--
Justin Scoggins,11-5-0,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992"
Brad Scott,11-6-0,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989"
Greg Scott,3-4-0,"5' 9""",145 lbs.,--,,--
Mike Seal,13-15-1 (1 NC),"6' 4""",185 lbs.,--,Orthodox,--
Matt Secor,8-4-0,"6' 0""",170 lbs.,--,,"Sep 26, 1986"
Kenneth Seegrist,4-7-0,"6' 0""",185 lbs.,--,Orthodox,--
Neil Seery,16-13-0,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979"
Rony Sefo,0-2-0,"5' 9""",225 lbs.,--,Orthodox,--
Ray Sefo,2-2-0,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971"
Brendan Seguin,23-19-1,"6' 0""",185 lbs.,--,,"Jul 03, 1976"
Tetsuya Seki,14-8-1,"5' 10""",155 lbs.,--,,"Feb 08, 1994"
Stefan Sekulic,12-4-0,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992"
Pete Sell,10-7-0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982"
Matthew Semelsberger,11-7-0,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992"
Andrei Semenov,34-9-2,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977"
Mackens Semerzier,8-4-0 (1 NC),"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980"
Brandon Sene,2-2-0,"5' 11""",205 lbs.,--,,"May 21, 1981"
YeDam Seo,6-3-0,"5' 2""",115 lbs.,"63""",Orthodox,"Mar 20, 1992"
Kim In Seok,3-6-0,"5' 6""",145 lbs.,--,Orthodox,--
Ray Seraille,8-9-0,"6' 3""",246 lbs.,--,,--
Ivan Serati,12-4-0,"6' 0""",205 lbs.,--,Orthodox,--
Alex Serdyukov,8-5-0,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980"
Nicholas Sergiacomi,1-1-0,--,170 lbs.,--,,--
Matt Serra,11-7-0,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974"
Nick Serra,7-3-0,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978"
Adrian Serrano,56-29-4,"5' 8""",170 lbs.,--,,"Dec 23, 1963"
Fredy Serrano,3-2-0,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979"
Carl Seumanutafa,10-8-0,"6' 1""",255 lbs.,--,Orthodox,--
Dan Severn,101-19-1,"6' 2""",250 lbs.,--,Southpaw,"Jun 08, 1958"
Rosi Sexton,13-5-0,"5' 3""",135 lbs.,--,Orthodox,"Jul 16, 1977"
Scott Shaffer,0-1-0,"5' 7""",145 lbs.,--,Orthodox,--
Edmen Shahbazyan,12-4-0,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1997"
Leon Shahbazyan,7-2-0,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995"
Don Shainis,12-5-0,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 16, 1990"
Liliya Shakirova,8-2-0,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991"
Kamal Shalorus,9-5-2,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972"
Ken Shamrock,28-17-2,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964"
Frank Shamrock,23-10-2,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972"
Shang Zhifa,32-8-0,"5' 7""",125 lbs.,"63""",Orthodox,"Mar 15, 1986"
Jason Sharp,3-3-0,--,205 lbs.,--,,--
Eric Shelton,12-6-0,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991"
Sean Sherk,36-4-1,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973"
Chase Sherman,16-12-0,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989"
Valentina Shevchenko,23-4-1,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988"
Antonina Shevchenko,10-4-0,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984"
Katsuyori Shibata,4-11-1,"6' 0""",168 lbs.,--,Orthodox,"Nov 17, 1979"
